
Station information:
Name,Agent Number,Network Number,Latitude (dec.deg),Longitude (dec.deg),Height (m),Posn_Precision,Observing Authority
Auckland Aero,1962,C74082,-37.00813,174.78873,7,H,N/A
Note: Position precision types are: "W" = based on whole minutes, "T" = estimated to tenth minute,
"G" = derived from gridref , "E" = error cases derived from gridref,
"H" = based on GPS readings (NZGD49), "D" = by definition i.e. grid points.

Pressure: 9am only
Station,Date(NZST),Pmsl(hPa),Pstn(hPa),tend,amt(hPa),a24(hPa)
Auckland Aero,20040222:0800,1001.6,-,2,2.7,-
Auckland Aero,20040223:0800,1014.0,-,2,2.6,-
Auckland Aero,20040224:0800,1009.6,-,2,3.3,-
Auckland Aero,20040225:0800,1016.8,-,2,1.5,-
Auckland Aero,20040226:0800,1020.3,-,2,1.4,-
Auckland Aero,20040227:0800,1020.5,-,7,0.5,-
Auckland Aero,20040228:0800,1010.0,-,7,1.0,-
Auckland Aero,20040229:0800,996.4,-,7,1.5,-
Auckland Aero,20040301:0800,1011.2,-,2,1.6,-
Auckland Aero,20040302:0800,1009.3,-,2,0.6,-
Auckland Aero,20040303:0800,1012.1,-,2,4.0,-
Auckland Aero,20040304:0800,1022.8,-,2,1.2,-
Auckland Aero,20040305:0800,1024.3,-,2,1.2,-
Auckland Aero,20040306:0800,1020.9,-,2,0.4,-
Auckland Aero,20040307:0800,1022.1,-,2,1.8,-
Auckland Aero,20040308:0800,1023.9,-,2,0.1,-
Auckland Aero,20040309:0800,1020.5,-,4,0.0,-
Auckland Aero,20040310:0800,1014.0,-,7,0.4,-
Auckland Aero,20040311:0800,1009.1,-,2,1.3,-
Auckland Aero,20040312:0800,1017.1,-,2,2.2,-
Auckland Aero,20040313:0800,1023.0,-,2,1.5,-
Auckland Aero,20040314:0800,1022.3,-,2,0.8,-
Auckland Aero,20040315:0800,1021.7,-,2,0.6,-
Auckland Aero,20040316:0800,1019.6,-,2,0.4,-
Auckland Aero,20040317:0800,1014.1,-,2,0.1,-
Auckland Aero,20040318:0800,1013.5,-,2,1.2,-
Auckland Aero,20040319:0800,1012.6,-,2,1.2,-
Auckland Aero,20040320:0800,1012.7,-,2,1.5,-
Auckland Aero,20040321:0900,1014.3,-,2,1.4,-
Auckland Aero,20040322:0900,1014.8,-,2,0.7,-
Auckland Aero,20040323:0900,1012.3,-,7,0.2,-
Auckland Aero,20040324:0900,1006.9,-,2,1.0,-
Auckland Aero,20040325:0900,1010.9,-,2,1.5,-
Auckland Aero,20040326:0900,1017.9,-,2,1.8,-
Auckland Aero,20040327:0900,1018.2,-,2,0.2,-
Auckland Aero,20040328:0900,1011.1,-,2,1.0,-
Auckland Aero,20040329:0900,1013.0,-,2,2.7,-
Auckland Aero,20040330:0900,1019.6,-,2,1.3,-
Auckland Aero,20040331:0900,1023.0,-,2,1.7,-
Auckland Aero,20040401:0900,1026.1,-,2,0.7,-
Auckland Aero,20040402:0900,1023.3,-,2,0.4,-
Auckland Aero,20040403:0900,1024.1,-,2,2.2,-
Auckland Aero,20040404:0900,1024.1,-,2,0.9,-
Auckland Aero,20040405:0900,1022.7,-,2,1.0,-
Auckland Aero,20040406:0900,1017.0,-,7,0.5,-
Auckland Aero,20040407:0900,1011.6,-,2,2.3,-
Auckland Aero,20040408:0900,1014.7,-,2,0.1,-
Auckland Aero,20040409:0900,1010.9,-,2,1.8,-
Auckland Aero,20040410:0900,1015.8,-,2,1.3,-
Auckland Aero,20040411:0900,1014.9,-,2,0.9,-
Auckland Aero,20040412:0900,1016.4,-,2,1.6,-
Auckland Aero,20040413:0900,1025.8,-,2,2.2,-
Auckland Aero,20040414:0900,1033.9,-,2,2.1,-
Auckland Aero,20040415:0900,1034.4,-,2,1.0,-
Auckland Aero,20040416:0900,1030.4,-,2,0.6,-
Auckland Aero,20040417:0900,1024.0,-,2,0.2,-
Auckland Aero,20040418:0900,1019.7,-,2,1.6,-
Auckland Aero,20040419:0900,1021.5,-,2,1.2,-
Auckland Aero,20040420:0900,1024.4,-,2,1.5,-
Auckland Aero,20040421:0900,1022.7,-,2,1.0,-
Auckland Aero,20040422:0900,1022.2,-,2,1.2,-
Auckland Aero,20040423:0900,1026.8,-,2,1.2,-
Auckland Aero,20040424:0900,1028.1,-,2,1.0,-
Auckland Aero,20040425:0900,1026.2,-,2,0.5,-
Auckland Aero,20040426:0900,1023.1,-,2,0.6,-
Auckland Aero,20040427:0900,1019.3,-,2,0.8,-
Auckland Aero,20040428:0900,1015.0,-,2,0.8,-
Auckland Aero,20040429:0900,1016.5,-,2,1.2,-
Auckland Aero,20040430:0900,1018.8,-,2,1.3,-
Auckland Aero,20040501:0900,1020.7,-,2,0.2,-
Auckland Aero,20040502:0900,1017.2,-,2,0.8,-
Auckland Aero,20040503:0900,1011.1,-,2,1.4,-
Auckland Aero,20040504:0900,1012.9,-,2,4.1,-
Auckland Aero,20040505:0900,1018.8,-,4,0.0,-
Auckland Aero,20040506:0900,1017.7,-,2,1.7,-
Auckland Aero,20040507:0900,1020.2,-,2,1.5,-
Auckland Aero,20040508:0900,1024.0,-,2,1.7,-
Auckland Aero,20040509:0900,1027.3,-,2,1.4,-
Auckland Aero,20040510:0900,1026.6,-,2,1.1,-
Auckland Aero,20040511:0900,1021.6,-,2,0.1,-
Auckland Aero,20040512:0900,1006.3,-,7,1.3,-
Auckland Aero,20040513:0900,1007.4,-,2,1.0,-
Auckland Aero,20040514:0900,997.3,-,7,0.6,-
Auckland Aero,20040515:0900,996.3,-,2,2.8,-
Auckland Aero,20040516:0900,1008.9,-,2,2.4,-
Auckland Aero,20040517:0900,1017.1,-,2,1.8,-
Auckland Aero,20040518:0900,1021.2,-,2,1.2,-
Auckland Aero,20040519:0900,1020.9,-,2,1.2,-
Auckland Aero,20040520:0900,1014.4,-,4,0.0,-
Auckland Aero,20040521:0900,1010.2,-,2,0.9,-
Auckland Aero,20040522:0900,1004.4,-,2,0.8,-
Auckland Aero,20040523:0900,1010.6,-,2,2.1,-
Auckland Aero,20040524:0900,1015.5,-,2,1.4,-
Auckland Aero,20040525:0900,1016.9,-,2,1.6,-
Auckland Aero,20040526:0900,1023.1,-,2,0.8,-
Auckland Aero,20040527:0900,1020.3,-,2,0.9,-
Auckland Aero,20040528:0900,1008.9,-,7,1.5,-
Auckland Aero,20040529:0900,1002.1,-,2,2.4,-
Auckland Aero,20040530:0900,999.8,-,7,0.8,-
Auckland Aero,20040531:0900,1005.2,-,2,2.2,-
Auckland Aero,20040601:0900,1020.2,-,2,2.1,-
Auckland Aero,20040602:0900,1023.8,-,2,0.7,-
Auckland Aero,20040603:0900,1020.7,-,2,0.3,-
Auckland Aero,20040604:0900,1015.4,-,7,0.6,-
Auckland Aero,20040605:0900,1007.8,-,2,0.4,-
Auckland Aero,20040606:0900,1012.4,-,2,0.5,-
Auckland Aero,20040607:0900,1016.1,-,2,1.6,-
Auckland Aero,20040608:0900,1020.9,-,2,2.3,-
Auckland Aero,20040609:0900,1024.4,-,2,1.0,-
Auckland Aero,20040610:0900,1025.0,-,2,1.1,-
Auckland Aero,20040611:0900,1026.5,-,2,1.1,-
Auckland Aero,20040612:0900,1030.2,-,2,1.0,-
Auckland Aero,20040613:0900,1030.4,-,2,0.2,-
Auckland Aero,20040614:0900,1030.0,-,2,1.1,-
Auckland Aero,20040615:0900,1029.1,-,2,1.3,-
Auckland Aero,20040616:0900,1023.2,-,2,0.1,-
Auckland Aero,20040617:0900,1019.3,-,2,1.9,-
Auckland Aero,20040618:0900,1013.7,-,7,0.8,-
Auckland Aero,20040619:0900,1004.5,-,2,0.6,-
Auckland Aero,20040620:0900,1006.1,-,2,1.1,-
Auckland Aero,20040621:0900,1006.4,-,2,2.0,-
Auckland Aero,20040622:0900,1006.9,-,2,0.4,-
Auckland Aero,20040623:0900,1017.6,-,2,2.1,-
Auckland Aero,20040624:0900,1022.0,-,2,0.8,-
Auckland Aero,20040625:0900,1023.6,-,2,1.6,-
Auckland Aero,20040626:0900,1028.4,-,2,1.6,-
Auckland Aero,20040627:0900,1024.6,-,2,0.1,-
Auckland Aero,20040628:0900,1017.1,-,2,1.3,-
Auckland Aero,20040629:0900,1014.1,-,4,0.0,-
Auckland Aero,20040630:0900,998.8,-,7,0.7,-
Auckland Aero,20040701:0900,1007.9,-,2,2.0,-
Auckland Aero,20040702:0900,1002.1,-,2,1.8,-
Auckland Aero,20040703:0900,1009.6,-,2,0.7,-
Auckland Aero,20040704:0900,1017.8,-,2,2.1,-
Auckland Aero,20040705:0900,1019.7,-,2,0.1,-
Auckland Aero,20040706:0900,1012.1,-,2,0.4,-
Auckland Aero,20040707:0900,1008.9,-,2,1.0,-
Auckland Aero,20040708:0900,1020.8,-,2,3.3,-
Auckland Aero,20040709:0900,1025.5,-,2,0.2,-
Auckland Aero,20040710:0900,1021.5,-,2,1.0,-
Auckland Aero,20040711:0900,1025.7,-,2,1.4,-
Auckland Aero,20040712:0900,1026.9,-,2,1.2,-
Auckland Aero,20040713:0900,1028.2,-,2,1.2,-
Auckland Aero,20040714:0900,1025.6,-,2,0.7,-
Auckland Aero,20040715:0900,1021.7,-,2,0.6,-
Auckland Aero,20040716:0900,1023.2,-,2,0.9,-
Auckland Aero,20040717:0900,1015.6,-,2,0.4,-
Auckland Aero,20040718:0900,1010.2,-,2,1.1,-
Auckland Aero,20040719:0900,1015.5,-,2,1.8,-
Auckland Aero,20040720:0900,1013.9,-,7,0.4,-
Auckland Aero,20040721:0900,1010.1,-,2,1.8,-
Auckland Aero,20040722:0900,1014.7,-,2,0.6,-
Auckland Aero,20040723:0900,1017.1,-,2,3.2,-
Auckland Aero,20040724:0900,1027.3,-,2,2.2,-
Auckland Aero,20040725:0900,1029.1,-,2,1.1,-
Auckland Aero,20040726:0900,1026.5,-,2,0.7,-
Auckland Aero,20040727:0900,1016.3,-,7,0.6,-
Auckland Aero,20040728:0900,1017.7,-,2,0.7,-
Auckland Aero,20040729:0900,1011.9,-,2,2.7,-
Auckland Aero,20040730:0900,1016.1,-,2,1.0,-
Auckland Aero,20040731:0900,1018.1,-,2,1.7,-
Auckland Aero,20040801:0900,1022.3,-,2,1.7,-
Auckland Aero,20040802:0900,1023.7,-,2,1.5,-
Auckland Aero,20040803:0900,1023.4,-,2,0.9,-
Auckland Aero,20040804:0900,1018.4,-,2,0.1,-
Auckland Aero,20040805:0900,1006.1,-,7,0.1,-
Auckland Aero,20040806:0900,998.2,-,2,0.8,-
Auckland Aero,20040807:0900,997.6,-,2,0.8,-
Auckland Aero,20040808:0900,998.8,-,2,1.4,-
Auckland Aero,20040809:0900,1001.4,-,2,1.9,-
Auckland Aero,20040810:0900,1004.5,-,2,0.7,-
Auckland Aero,20040811:0900,1008.9,-,7,0.5,-
Auckland Aero,20040812:0900,1014.9,-,2,1.3,-
Auckland Aero,20040813:0900,1012.5,-,2,1.1,-
Auckland Aero,20040814:0900,1009.9,-,2,0.4,-
Auckland Aero,20040815:0900,995.5,-,7,1.1,-
Auckland Aero,20040816:0900,994.0,-,2,1.4,-
Auckland Aero,20040817:0900,1004.3,-,2,1.2,-
Auckland Aero,20040818:0900,998.0,-,2,0.5,-
Auckland Aero,20040819:0900,1005.5,-,2,2.1,-
Auckland Aero,20040820:0900,1010.3,-,2,1.9,-
Auckland Aero,20040821:0900,1009.3,-,2,0.7,-
Auckland Aero,20040822:0900,1011.2,-,2,1.1,-
Auckland Aero,20040823:0900,1008.4,-,2,1.7,-
Auckland Aero,20040824:0900,1015.4,-,2,1.8,-
Auckland Aero,20040825:0900,1019.6,-,2,1.4,-
Auckland Aero,20040826:0900,1022.2,-,2,1.6,-
Auckland Aero,20040827:0900,1014.5,-,2,0.2,-
Auckland Aero,20040828:0900,1018.5,-,2,2.5,-
Auckland Aero,20040829:0900,1023.2,-,2,1.6,-
Auckland Aero,20040830:0900,1025.8,-,2,1.4,-
Auckland Aero,20040831:0900,1024.5,-,2,0.9,-
Auckland Aero,20040901:0900,1016.3,-,7,0.7,-
Auckland Aero,20040902:0900,1009.1,-,2,0.4,-
Auckland Aero,20040903:0900,1008.4,-,2,1.0,-
Auckland Aero,20040904:0900,1016.9,-,2,2.1,-
Auckland Aero,20040905:0900,1019.6,-,2,0.7,-
Auckland Aero,20040906:0900,1027.8,-,2,2.5,-
Auckland Aero,20040907:0900,1035.8,-,2,1.7,-
Auckland Aero,20040908:0900,1038.0,-,2,1.9,-
Auckland Aero,20040909:0900,1037.6,-,2,0.4,-
Auckland Aero,20040910:0900,1033.9,-,2,0.1,-
Auckland Aero,20040911:0900,1028.3,-,2,0.5,-
Auckland Aero,20040912:0900,1025.8,-,2,0.6,-
Auckland Aero,20040913:0900,1014.6,-,7,1.3,-
Auckland Aero,20040914:0900,1012.0,-,2,1.5,-
Auckland Aero,20040915:0900,1017.6,-,2,1.8,-
Auckland Aero,20040916:0900,1015.5,-,7,0.4,-
Auckland Aero,20040917:0900,1015.7,-,2,1.4,-
Auckland Aero,20040918:0900,1012.1,-,7,0.9,-
Auckland Aero,20040919:0900,1010.7,-,2,1.7,-
Auckland Aero,20040920:0900,1019.1,-,2,1.4,-
Auckland Aero,20040921:0900,1017.7,-,2,0.7,-
Auckland Aero,20040922:0900,1011.0,-,7,0.7,-
Auckland Aero,20040923:0900,1011.9,-,2,1.1,-
Auckland Aero,20040924:0900,1007.8,-,2,0.1,-
Auckland Aero,20040925:0900,1004.0,-,2,0.8,-
Auckland Aero,20040926:0900,1015.6,-,2,2.2,-
Auckland Aero,20040927:0900,1017.2,-,2,0.8,-
Auckland Aero,20040928:0900,1010.8,-,7,1.4,-
Auckland Aero,20040929:0900,1019.7,-,2,3.7,-
Auckland Aero,20040930:0900,1021.9,-,7,0.5,-
Auckland Aero,20041001:0900,1013.1,-,2,1.3,-
Auckland Aero,20041002:0900,1016.0,-,2,1.0,-
Auckland Aero,20041003:0800,1025.0,-,2,1.9,-
Auckland Aero,20041004:0800,1015.4,-,7,1.0,-
Auckland Aero,20041005:0800,1006.7,-,2,0.6,-
Auckland Aero,20041006:0800,1015.6,-,2,1.3,-
Auckland Aero,20041007:0800,1013.0,-,4,0.0,-
Auckland Aero,20041008:0800,1006.1,-,2,0.5,-
Auckland Aero,20041009:0800,1004.2,-,2,1.4,-
Auckland Aero,20041010:0800,997.8,-,2,2.1,-
Auckland Aero,20041011:0800,1010.0,-,2,3.2,-
Auckland Aero,20041012:0800,1016.6,-,2,1.1,-
Auckland Aero,20041013:0800,1017.5,-,2,0.1,-
Auckland Aero,20041014:0800,1015.9,-,2,0.6,-
Auckland Aero,20041015:0800,1017.6,-,2,0.4,-
Auckland Aero,20041016:0800,1012.0,-,7,0.5,-
Auckland Aero,20041017:0800,1013.3,-,2,1.2,-
Auckland Aero,20041018:0800,1009.9,-,2,0.6,-
Auckland Aero,20041019:0800,1022.1,-,2,1.8,-
Auckland Aero,20041020:0800,1022.6,-,2,1.1,-
Auckland Aero,20041021:0800,1030.7,-,2,1.0,-
Auckland Aero,20041022:0800,1027.2,-,2,0.3,-
Auckland Aero,20041023:0800,1024.2,-,2,0.4,-
Auckland Aero,20041024:0800,1016.0,-,7,0.2,-
Auckland Aero,20041025:0800,1016.0,-,2,1.5,-
Auckland Aero,20041026:0800,1018.7,-,2,0.9,-
Auckland Aero,20041027:0800,1021.1,-,2,1.7,-
Auckland Aero,20041028:0800,1020.6,-,2,0.8,-
Auckland Aero,20041029:0800,1011.8,-,2,0.2,-
Auckland Aero,20041030:0800,1009.7,-,2,2.3,-
Auckland Aero,20041031:0800,1022.4,-,2,1.7,-
Auckland Aero,20041101:0800,1023.8,-,2,1.0,-
Auckland Aero,20041102:0800,1027.8,-,2,1.2,-
Auckland Aero,20041103:0800,1029.3,-,2,1.1,-
Auckland Aero,20041104:0800,1030.3,-,2,0.3,-
Auckland Aero,20041105:0800,1029.9,-,2,1.0,-
Auckland Aero,20041106:0800,1030.0,-,2,1.0,-
Auckland Aero,20041107:0800,1027.8,-,2,0.1,-
Auckland Aero,20041108:0800,1024.8,-,2,0.6,-
Auckland Aero,20041109:0800,1024.5,-,2,0.4,-
Auckland Aero,20041110:0800,1020.7,-,2,0.9,-
Auckland Aero,20041111:0800,1018.7,-,2,0.9,-
Auckland Aero,20041112:0800,1018.7,-,2,0.9,-
Auckland Aero,20041113:0800,1016.1,-,2,0.9,-
Auckland Aero,20041114:0800,1005.7,-,7,0.9,-
Auckland Aero,20041115:0800,1000.7,-,2,1.8,-
Auckland Aero,20041116:0800,1011.1,-,2,1.3,-
Auckland Aero,20041117:0800,1018.9,-,2,2.0,-
Auckland Aero,20041118:0800,1019.3,-,2,0.8,-
Auckland Aero,20041119:0800,1023.5,-,2,1.3,-
Auckland Aero,20041120:0800,1023.2,-,2,0.7,-
Auckland Aero,20041121:0800,1017.9,-,2,0.3,-
Auckland Aero,20041122:0800,1017.5,-,2,0.7,-
Auckland Aero,20041123:0800,1011.6,-,7,0.2,-
Auckland Aero,20041124:0800,1004.9,-,2,0.6,-
Auckland Aero,20041125:0800,1003.2,-,2,0.4,-
Auckland Aero,20041126:0800,997.9,-,2,1.0,-
Auckland Aero,20041127:0800,1008.7,-,2,0.4,-
Auckland Aero,20041128:0800,1007.6,-,2,1.9,-
Auckland Aero,20041129:0800,1004.6,-,7,0.2,-
Auckland Aero,20041130:0800,1005.6,-,2,1.0,-
Auckland Aero,20041201:0800,1005.2,-,2,0.7,-
Auckland Aero,20041202:0800,1004.4,-,7,0.3,-
Auckland Aero,20041203:0800,1012.9,-,2,2.3,-
Auckland Aero,20041204:0800,1014.5,-,2,0.8,-
Auckland Aero,20041205:0800,1005.0,-,2,1.9,-
Auckland Aero,20041206:0800,1016.4,-,2,3.1,-
Auckland Aero,20041207:0800,1022.7,-,2,1.4,-
Auckland Aero,20041208:0800,1022.0,-,2,0.3,-
Auckland Aero,20041209:0800,1015.0,-,2,0.5,-
Auckland Aero,20041210:0800,1008.3,-,7,0.3,-
Auckland Aero,20041211:0800,1005.7,-,2,1.0,-
Auckland Aero,20041212:0800,1008.8,-,2,0.7,-
Auckland Aero,20041213:0800,1006.1,-,2,0.3,-
Auckland Aero,20041214:0800,1006.3,-,2,1.6,-
Auckland Aero,20041215:0800,1005.6,-,7,0.3,-
Auckland Aero,20041216:0800,997.9,-,4,0.0,-
Auckland Aero,20041217:0800,1006.9,-,2,1.4,-
Auckland Aero,20041218:0800,997.3,-,2,0.7,-
Auckland Aero,20041219:0800,1002.8,-,2,2.5,-
Auckland Aero,20041220:0800,1005.6,-,2,1.1,-
Auckland Aero,20041221:0800,998.9,-,7,1.6,-
Auckland Aero,20041222:0800,997.8,-,2,0.9,-
Auckland Aero,20041223:0800,1003.9,-,2,1.0,-
Auckland Aero,20041224:0800,1007.3,-,2,1.2,-
Auckland Aero,20041225:0800,1010.8,-,2,1.0,-
Auckland Aero,20041226:0800,1013.1,-,2,0.9,-
Auckland Aero,20041227:0800,1015.3,-,2,1.9,-
Auckland Aero,20041228:0800,1018.7,-,2,1.5,-
Auckland Aero,20041229:0800,1014.3,-,2,0.5,-
Auckland Aero,20041230:0800,1008.2,-,4,0.0,-
Auckland Aero,20041231:0800,1009.1,-,2,1.1,-

UserName is = twwhite.pvt@gmail.com
Total number of rows output = 731
Number of rows remaining in subscription = 1852097
Copyright NIWA 2023 Subject to NIWA's Terms and Conditions
See: http://clifloecd1.niwa.co.nz/pls/niwp/doc/terms.html
Comments to: cliflo@niwa.co.nz

