Station,Day(Local_Date),WDir(Deg),WSpd(m/s),GustDir(Deg),GustSpd(m/s),WindRun(Km),Rain(mm),Tdry(C),TWet(C),RH(%),Tmax(C),Tmin(C),Tgmin(C),ET05(C),ET10(C),ET20(C),ET30(C),ET100(C),Pmsl(hPa),Pstn(hPa),Sun(Hrs),Rad(MJ/m2)
Auckland Aero,20220101:0000,220,7.0,218,13.9,452,0.0,19.5,16.3,70.4,23.9,16.4,13.9,21.2,21.8,-,-,-,1018.2,1017.3,-,31.12
Auckland Aero,20220102:0000,57,3.6,61,11.8,405,0.0,22.2,17.9,63.7,27.9,15.7,11.1,21.5,22.0,-,-,-,1020.6,1019.7,-,32.68
Auckland Aero,20220103:0000,138,2.6,219,9.8,332,0.0,20.3,17.4,73.9,26.8,14.9,10.2,21.9,22.5,-,-,-,1019.8,1018.9,-,32.41
Auckland Aero,20220104:0000,132,1.2,237,8.8,306,0.0,21.7,19.5,80.4,27.9,17.3,13.6,23.0,23.3,-,-,-,1012.5,1011.7,-,32.36
Auckland Aero,20220105:0000,197,2.3,244,10.3,508,0.0,21.2,18.8,78.4,25.1,17.8,14.5,23.3,23.8,-,-,-,1011.5,1010.7,-,29.28
Auckland Aero,20220106:0000,231,4.8,226,10.8,365,0.0,20.7,17.9,74.5,25.3,19.4,18.5,22.8,23.6,-,-,-,1011.2,1010.3,-,27.46
Auckland Aero,20220107:0000,113,2.8,4,10.3,277,0.0,20.4,18.3,80.3,25.1,18.2,16.0,23.2,23.7,-,-,-,1016.4,1015.5,-,17.33
Auckland Aero,20220108:0000,107,1.8,222,8.2,248,0.0,21.6,18.2,70.5,26.6,16.5,12.2,22.4,23.0,-,-,-,1021.3,1020.4,-,28.28
Auckland Aero,20220109:0000,248,1.6,253,10.3,379,0.0,22.5,19.6,75.1,27.7,17.6,13.4,23.0,23.4,-,-,-,1022.8,1021.9,-,30.82
Auckland Aero,20220110:0000,259,4.3,266,9.3,384,0.0,21.6,19.1,77.9,26.8,18.4,15.1,23.0,23.8,-,-,-,1022.4,1021.5,-,24.88
Auckland Aero,20220111:0000,242,3.8,229,9.8,415,0.4,22.7,19.8,74.9,26.9,18.6,16.8,23.2,23.8,-,-,-,1021.3,1020.4,-,31.53
Auckland Aero,20220112:0000,228,3.6,225,10.8,502,0.2,21.2,18.3,74.6,25.2,19.1,16.9,23.6,24.2,-,-,-,1018.7,1017.8,-,29.47
Auckland Aero,20220113:0000,172,4.2,69,13.4,470,0.0,20.1,16.0,62.9,27.5,17.1,14.9,22.5,23.3,-,-,-,1016.2,1015.3,-,24.27
Auckland Aero,20220114:0000,115,4.3,43,9.8,363,0.0,18.5,14.1,58.9,26.0,15.3,13.0,21.7,22.7,-,-,-,1019.0,1018.1,-,27.82
Auckland Aero,20220115:0000,138,5.1,65,9.3,368,0.0,19.9,15.1,57.3,26.0,15.3,13.3,22.3,22.9,-,-,-,1018.5,1017.6,-,24.72
Auckland Aero,20220116:0000,133,5.8,223,10.8,367,0.0,18.9,14.7,61.4,27.4,15.0,12.2,21.6,22.6,-,-,-,1017.5,1016.6,-,30.48
Auckland Aero,20220117:0000,177,2.2,229,12.9,582,0.0,19.3,15.1,61.5,26.1,14.7,10.7,22.0,22.9,-,-,-,1012.7,1011.8,-,32.11
Auckland Aero,20220118:0000,226,4.3,269,10.8,411,0.0,21.2,17.9,71.2,25.7,19.2,18.6,23.5,23.7,-,-,-,1013.3,1012.4,-,29.26
Auckland Aero,20220119:0000,265,1.4,245,9.8,368,0.0,22.2,18.9,71.6,27.3,16.5,12.7,23.3,23.7,-,-,-,1014.2,1013.4,-,31.31
Auckland Aero,20220120:0000,310,4.4,245,13.9,515,0.2,22.1,18.8,71.9,25.0,18.1,15.9,23.4,24.0,-,-,-,1011.1,1010.3,-,13.38
Auckland Aero,20220121:0000,211,5.1,213,11.8,416,0.0,18.8,15.1,65.5,24.2,16.6,14.1,20.8,22.1,-,-,-,1016.2,1015.3,-,29.07
Auckland Aero,20220122:0000,42,0.7,336,10.8,265,0.0,20.4,17.5,73.6,27.4,15.0,9.6,21.3,22.2,-,-,-,1020.5,1019.6,-,28.75
Auckland Aero,20220123:0000,186,0.7,246,8.2,212,3.6,20.7,17.8,73.5,26.1,16.2,11.0,22.4,23.1,-,-,-,1017.6,1016.7,-,17.65
Auckland Aero,20220124:0000,118,0.9,52,9.8,379,3.0,19.1,18.3,92.2,21.9,18.6,17.8,22.6,23.3,-,-,-,1014.2,1013.3,-,7.47
Auckland Aero,20220125:0000,51,5.5,61,13.4,455,0.8,21.3,18.5,75.5,27.2,17.2,17.1,21.0,21.6,-,-,-,1010.9,1010.1,-,16.27
Auckland Aero,20220126:0000,329,2.6,244,8.2,421,0.4,22.2,19.8,79.2,28.5,18.3,16.5,21.9,22.3,-,-,-,1005.3,1004.5,-,23.92
Auckland Aero,20220127:0000,203,8.5,221,16.0,565,0.2,20.8,16.6,63.4,24.1,18.8,16.5,21.6,22.6,-,-,-,1010.4,1009.5,-,29.15
Auckland Aero,20220128:0000,116,4.7,82,10.3,279,0.0,18.6,13.4,52.5,27.3,16.7,12.1,20.8,21.8,-,-,-,1025.6,1024.7,-,30.65
Auckland Aero,20220129:0000,132,1.9,360,8.2,190,0.0,19.7,16.5,70.2,25.1,14.7,9.9,21.1,22.1,-,-,-,1029.2,1028.3,-,16.19
Auckland Aero,20220130:0000,327,0.8,237,9.3,285,0.0,20.0,17.2,73.9,26.3,15.1,9.7,20.7,21.7,-,-,-,1025.8,1024.9,-,28.56
Auckland Aero,20220131:0000,76,4.3,41,14.9,585,0.0,21.7,18.1,68.6,27.6,16.1,12.8,22.1,22.6,-,-,-,1021.4,1020.5,-,28.61
Auckland Aero,20220201:0000,54,7.2,53,14.9,656,0.0,22.4,18.6,67.5,26.8,19.8,18.4,23.2,23.4,-,-,-,1020.7,1019.8,-,20.10
Auckland Aero,20220202:0000,59,7.1,25,16.0,619,0.0,22.4,19.5,74.8,27.9,20.5,19.6,23.1,23.3,-,-,-,1018.8,1017.9,-,21.70
Auckland Aero,20220203:0000,43,5.8,41,13.9,540,0.0,22.3,19.8,78.5,27.5,20.9,19.7,23.4,23.5,-,-,-,1016.1,1015.2,-,17.85
Auckland Aero,20220204:0000,28,6.3,24,14.4,673,0.0,22.6,19.5,73.5,27.9,20.2,18.7,23.1,23.2,-,-,-,1011.8,1011.0,-,27.23
Auckland Aero,20220205:0000,31,7.6,35,15.4,743,6.4,24.1,21.4,77.5,26.5,21.7,21.1,24.2,24.2,-,-,-,1007.3,1006.5,-,13.91
Auckland Aero,20220206:0000,29,6.4,40,12.9,396,49.4,21.8,21.3,95.8,25.1,21.7,21.2,23.2,23.6,-,-,-,1008.3,1007.5,-,8.66
Auckland Aero,20220207:0000,136,2.1,112,9.8,273,0.6,19.4,18.6,92.0,24.3,18.0,18.0,20.8,21.5,-,-,-,1011.1,1010.2,-,8.88
Auckland Aero,20220208:0000,102,2.8,62,11.3,441,0.2,22.3,21.8,95.7,29.4,19.3,20.7,22.8,22.8,-,-,-,1013.3,1012.5,-,19.07
Auckland Aero,20220209:0000,62,4.7,63,12.4,505,0.2,24.0,21.4,78.3,28.8,22.3,22.2,23.3,23.4,-,-,-,1016.0,1015.2,-,19.37
Auckland Aero,20220210:0000,45,5.2,32,12.4,519,0.0,24.6,22.5,82.9,28.8,21.8,21.6,23.5,23.7,-,-,-,1014.2,1013.4,-,26.03
Auckland Aero,20220211:0000,65,4.6,7,11.8,513,1.4,23.8,21.9,84.3,27.0,22.2,21.4,23.6,23.8,-,-,-,1011.4,1010.6,-,8.25
Auckland Aero,20220212:0000,23,5.9,24,20.1,931,0.0,24.7,23.6,90.4,27.6,22.9,23.0,24.2,24.1,-,-,-,1005.9,1005.1,-,9.55
Auckland Aero,20220213:0000,313,12.9,269,29.9,695,3.8,21.4,20.1,87.9,22.4,21.4,21.2,22.3,23.2,-,-,-,992.0,991.2,-,15.07
Auckland Aero,20220214:0000,82,0.5,230,12.4,385,0.2,18.6,16.4,78.6,24.0,14.0,12.3,18.9,20.2,-,-,-,1019.8,1018.9,-,28.53
Auckland Aero,20220215:0000,158,2.5,223,9.8,370,0.0,15.8,12.8,68.9,23.6,12.0,9.6,18.1,19.9,-,-,-,1026.3,1025.4,-,28.40
Auckland Aero,20220216:0000,209,3.4,231,9.3,390,0.0,19.3,16.4,72.9,23.1,15.6,14.0,20.1,21.0,-,-,-,1021.8,1020.9,-,26.27
Auckland Aero,20220217:0000,68,1.7,188,7.2,199,0.0,18.8,15.7,70.9,23.5,14.4,12.4,20.0,21.0,-,-,-,1019.9,1019.0,-,18.09
Auckland Aero,20220218:0000,65,2.2,35,10.8,344,0.8,21.2,18.1,72.3,26.6,15.9,12.1,20.1,21.1,-,-,-,1020.8,1019.9,-,27.97
Auckland Aero,20220219:0000,116,1.9,22,6.7,200,0.2,18.3,17.4,90.5,25.4,17.0,14.2,21.0,21.9,-,-,-,1018.9,1018.0,-,12.71
Auckland Aero,20220220:0000,335,1.5,219,8.2,262,0.0,20.3,18.4,82.8,25.9,16.4,14.8,20.4,21.4,-,-,-,1016.7,1015.8,-,25.23
Auckland Aero,20220221:0000,113,1.2,36,8.2,273,0.0,19.1,17.3,82.8,28.1,16.1,13.1,20.6,21.8,-,-,-,1020.6,1019.7,-,20.77
Auckland Aero,20220222:0000,70,2.5,354,8.8,199,0.0,21.6,18.9,76.6,28.0,17.1,15.2,21.2,22.1,-,-,-,1022.9,1022.0,-,21.91
Auckland Aero,20220223:0000,152,1.4,225,9.3,332,0.0,19.7,18.5,88.7,28.8,17.5,14.6,21.7,22.6,-,-,-,1024.2,1023.3,-,25.20
Auckland Aero,20220224:0000,164,2.8,122,8.8,280,0.0,18.9,15.1,64.3,27.5,18.5,18.5,22.5,23.2,-,-,-,1024.8,1023.9,-,21.20
Auckland Aero,20220225:0000,144,2.4,219,9.3,224,0.0,17.2,14.2,70.5,26.2,15.8,13.1,21.3,22.6,-,-,-,1020.4,1019.5,-,25.45
Auckland Aero,20220226:0000,152,1.0,232,8.2,293,0.0,19.2,17.6,84.3,25.8,15.7,11.4,20.7,22.1,-,-,-,1017.8,1016.9,-,26.19
Auckland Aero,20220227:0000,104,2.9,35,6.7,218,0.0,17.9,16.2,82.6,26.7,14.9,11.2,20.7,22.0,-,-,-,1021.5,1020.6,-,16.34
Auckland Aero,20220228:0000,118,2.9,6,8.2,221,0.0,17.8,15.7,79.5,24.8,16.3,12.7,21.1,22.2,-,-,-,1026.2,1025.3,-,17.06
Auckland Aero,20220301:0000,335,0.8,22,6.7,188,0.0,19.6,17.1,76.3,24.6,16.6,13.8,21.0,22.2,-,-,-,1022.9,1022.0,-,16.42
Auckland Aero,20220302:0000,130,1.0,52,10.8,395,0.0,18.7,17.4,87.7,25.8,15.3,11.8,20.3,21.6,-,-,-,1021.7,1020.8,-,20.91
Auckland Aero,20220303:0000,132,4.7,70,11.8,400,0.0,16.4,12.9,64.6,24.6,12.2,7.7,19.1,20.8,-,-,-,1027.0,1026.1,-,24.26
Auckland Aero,20220304:0000,138,3.6,65,10.3,381,0.0,17.0,14.6,75.7,26.1,14.5,12.4,20.1,21.2,-,-,-,1026.7,1025.8,-,18.45
Auckland Aero,20220305:0000,133,3.4,72,11.8,378,0.0,18.4,16.2,78.6,26.4,16.6,14.1,20.8,21.7,-,-,-,1025.3,1024.4,-,18.02
Auckland Aero,20220306:0000,113,2.3,56,11.3,357,0.0,20.2,17.3,73.5,26.8,15.5,13.7,20.1,21.1,-,-,-,1023.0,1022.1,-,19.90
Auckland Aero,20220307:0000,124,1.9,357,9.8,217,0.0,18.4,16.7,83.3,25.7,15.5,13.1,20.1,21.3,-,-,-,1021.4,1020.5,-,11.33
Auckland Aero,20220308:0000,124,3.1,67,11.3,363,0.0,19.2,17.5,83.3,27.3,15.5,11.5,20.1,21.0,-,-,-,1022.6,1021.7,-,19.85
Auckland Aero,20220309:0000,127,2.5,11,9.3,297,0.0,18.5,16.9,84.3,26.9,15.9,12.9,20.0,21.2,-,-,-,1024.3,1023.4,-,15.97
Auckland Aero,20220310:0000,127,2.8,38,14.4,383,0.0,17.7,16.4,86.4,26.4,16.3,13.4,20.1,21.1,-,-,-,1021.5,1020.6,-,20.23
Auckland Aero,20220311:0000,110,2.4,52,10.8,319,0.0,19.5,15.4,62.6,24.9,16.8,13.6,20.4,21.4,-,-,-,1017.7,1016.8,-,14.71
Auckland Aero,20220312:0000,45,1.9,235,7.7,271,0.0,21.0,17.3,67.2,25.6,17.2,15.0,21.1,21.5,-,-,-,1016.1,1015.2,-,14.02
Auckland Aero,20220313:0000,164,1.8,116,9.8,302,0.0,19.9,18.7,88.4,28.5,18.9,17.4,21.5,22.1,-,-,-,1019.9,1019.0,-,16.43
Auckland Aero,20220314:0000,141,2.9,244,10.3,292,0.0,16.8,13.6,68.2,26.1,14.0,11.0,19.5,21.0,-,-,-,1021.4,1020.5,-,22.71
Auckland Aero,20220315:0000,107,1.2,227,8.2,302,0.0,17.8,16.2,84.2,26.2,14.6,11.0,19.7,21.1,-,-,-,1019.0,1018.1,-,23.08
Auckland Aero,20220316:0000,136,5.4,129,7.2,292,0.0,17.1,14.0,69.1,25.5,16.1,15.3,20.9,21.8,-,-,-,1021.4,1020.5,-,19.71
Auckland Aero,20220317:0000,172,1.7,140,7.7,195,0.0,15.9,12.9,69.4,25.0,12.5,7.9,18.9,20.8,-,-,-,1020.9,1020.0,-,21.51
Auckland Aero,20220318:0000,91,1.8,9,6.7,217,25.2,16.9,14.1,72.0,21.7,14.1,11.4,19.6,21.0,-,-,-,1014.4,1013.5,-,10.57
Auckland Aero,20220319:0000,45,1.3,35,11.3,521,0.2,17.2,16.7,94.5,22.8,15.0,14.6,19.0,20.1,-,-,-,1010.5,1009.6,-,14.21
Auckland Aero,20220320:0000,59,7.6,70,18.0,837,28.6,20.2,16.2,64.6,22.8,17.1,17.0,18.9,19.8,-,-,-,1013.1,1012.2,-,8.50
Auckland Aero,20220321:0000,57,5.5,73,14.4,330,62.8,19.6,19.3,97.0,26.1,18.0,17.3,19.6,19.9,-,-,-,1006.2,1005.3,-,13.69
Auckland Aero,20220322:0000,40,5.9,30,14.9,491,3.4,22.0,19.7,80.1,26.2,17.8,17.7,20.0,20.4,-,-,-,1007.2,1006.4,-,16.93
Auckland Aero,20220323:0000,85,3.9,24,8.8,279,1.2,19.5,18.7,92.1,23.3,18.9,17.5,20.2,20.8,-,-,-,1006.2,1005.3,-,9.01
Auckland Aero,20220324:0000,251,7.8,230,21.6,1060,0.0,20.2,18.4,83.0,22.3,17.2,16.6,19.3,20.1,-,-,-,1000.3,999.5,-,10.51
Auckland Aero,20220325:0000,217,9.9,217,22.1,914,0.0,19.1,17.4,83.2,20.6,18.9,17.9,19.3,19.9,-,-,-,1003.1,1002.3,-,11.33
Auckland Aero,20220326:0000,189,6.5,193,16.5,467,0.0,17.8,14.3,66.2,22.2,16.8,15.3,17.5,18.6,-,-,-,1010.4,1009.5,-,19.88
Auckland Aero,20220327:0000,200,4.0,147,8.2,344,0.0,15.8,13.0,70.7,22.9,13.9,11.2,16.5,17.9,-,-,-,1016.4,1015.5,-,16.65
Auckland Aero,20220328:0000,116,5.4,136,9.8,292,0.0,16.8,12.8,60.5,23.0,14.1,10.5,16.3,17.7,-,-,-,1018.5,1017.6,-,19.88
Auckland Aero,20220329:0000,180,2.5,237,9.3,259,0.0,16.9,15.2,82.5,23.6,13.1,10.6,17.0,18.2,-,-,-,1014.5,1013.6,-,19.08
Auckland Aero,20220330:0000,121,2.3,301,6.7,221,0.0,17.8,16.4,86.4,26.2,15.3,12.4,17.8,18.8,-,-,-,1016.2,1015.3,-,16.87
Auckland Aero,20220331:0000,296,0.8,240,7.7,287,0.0,16.8,15.9,91.0,23.8,14.4,11.5,17.8,19.0,-,-,-,1016.1,1015.2,-,18.40
Auckland Aero,20220401:0000,183,1.9,237,6.7,211,0.0,18.9,17.3,84.3,23.4,17.0,15.3,19.7,20.1,-,-,-,1016.7,1015.8,-,14.54
Auckland Aero,20220402:0000,51,0.5,332,8.8,198,0.2,16.9,16.6,96.3,25.9,14.2,12.1,17.9,19.2,-,-,-,1019.2,1018.3,-,15.02
Auckland Aero,20220403:0000,327,1.6,235,7.2,172,0.0,19.1,18.1,90.4,23.8,15.4,12.5,18.9,19.6,-,-,-,1020.6,1019.7,-,16.81
Auckland Aero,20220404:0000,121,0.3,235,5.7,150,0.2,18.5,17.7,92.1,23.5,14.6,12.1,18.9,19.5,-,-,-,1022.1,1021.2,-,17.47
Auckland Aero,20220405:0000,28,1.6,24,9.8,309,5.4,19.7,18.8,91.2,24.2,16.1,12.8,19.3,19.8,-,-,-,1018.8,1017.9,-,7.22
Auckland Aero,20220406:0000,354,2.4,286,12.4,574,0.4,20.3,19.1,88.8,25.4,17.4,15.4,19.5,20.0,-,-,-,1011.1,1010.2,-,13.81
Auckland Aero,20220407:0000,197,6.6,216,13.9,250,0.0,16.8,14.0,71.4,22.5,15.9,13.5,17.9,19.0,-,-,-,1015.3,1014.4,-,16.83
Auckland Aero,20220408:0000,326,0.8,232,10.3,322,0.0,15.7,12.4,65.8,21.0,10.6,7.4,15.8,17.4,-,-,-,1024.3,1023.4,-,17.27
Auckland Aero,20220409:0000,149,4.0,204,9.8,222,0.0,17.5,15.0,74.8,23.3,15.4,11.1,17.7,18.5,-,-,-,1024.7,1023.8,-,16.13
Auckland Aero,20220410:0000,147,0.5,223,6.2,166,0.2,16.7,14.8,80.9,22.7,11.3,6.0,16.1,17.4,-,-,-,1029.4,1028.5,-,17.71
Auckland Aero,20220411:0000,138,0.7,5,7.7,248,0.0,15.1,13.8,86.3,22.8,11.3,5.5,15.9,17.2,-,-,-,1026.0,1025.1,-,13.63
Auckland Aero,20220412:0000,79,3.0,73,11.3,502,5.8,19.3,17.0,78.2,22.2,15.0,12.8,18.4,18.6,-,-,-,1014.3,1013.4,-,8.57
Auckland Aero,20220413:0000,194,9.1,210,13.9,515,0.0,19.0,16.6,77.2,20.8,16.4,15.5,18.0,18.6,-,-,-,1001.8,1001.0,-,9.27
Auckland Aero,20220414:0000,172,3.0,217,11.8,340,0.0,14.6,11.2,63.3,19.6,10.2,5.3,14.9,16.6,-,-,-,1016.9,1016.0,-,17.50
Auckland Aero,20220415:0000,135,3.3,233,6.2,203,0.0,15.3,12.5,70.1,20.4,10.3,5.5,14.8,16.2,-,-,-,1021.6,1020.7,-,16.78
Auckland Aero,20220416:0000,290,1.0,227,5.7,218,0.0,15.0,13.7,86.2,21.0,9.5,4.5,14.7,15.9,-,-,-,1021.2,1020.3,-,14.29
Auckland Aero,20220417:0000,155,2.6,64,15.4,445,1.6,14.3,12.9,83.8,22.9,10.7,6.6,15.0,16.3,-,-,-,1021.0,1020.1,-,13.49
Auckland Aero,20220418:0000,119,3.5,76,15.4,634,2.6,17.0,15.6,85.8,20.3,14.2,14.5,17.1,17.6,-,-,-,1022.6,1021.7,-,4.30
Auckland Aero,20220419:0000,62,6.4,80,13.4,464,0.0,20.3,19.1,88.3,23.9,16.3,16.6,18.4,18.3,-,-,-,1022.1,1021.2,-,7.94
Auckland Aero,20220420:0000,76,5.3,61,13.4,473,4.6,21.2,19.2,81.6,24.0,18.3,16.8,18.9,18.8,-,-,-,1023.9,1023.0,-,11.07
Auckland Aero,20220421:0000,54,4.6,29,12.9,345,0.2,20.8,19.1,84.6,24.2,18.6,17.4,18.8,19.0,-,-,-,1020.0,1019.1,-,11.57
Auckland Aero,20220422:0000,206,0.9,212,17.0,693,1.2,18.4,17.9,95.1,20.4,16.1,12.9,18.8,18.9,-,-,-,1011.6,1010.7,-,7.91
Auckland Aero,20220423:0000,135,2.8,207,15.4,461,2.2,14.2,10.5,60.2,19.0,12.5,9.1,15.1,16.5,-,-,-,1019.1,1018.2,-,15.33
Auckland Aero,20220424:0000,231,7.6,230,18.0,583,6.6,17.7,14.4,68.0,19.9,12.5,8.4,15.7,16.5,-,-,-,1016.5,1015.6,-,12.09
Auckland Aero,20220425:0000,175,4.2,217,10.8,216,0.0,17.1,15.1,79.9,19.3,14.8,13.1,15.9,16.6,-,-,-,1013.4,1012.5,-,12.29
Auckland Aero,20220426:0000,169,0.8,237,8.8,295,0.0,14.0,13.6,94.8,20.1,9.4,4.5,14.2,15.3,-,-,-,1017.4,1016.5,-,13.91
Auckland Aero,20220427:0000,203,5.3,245,10.8,261,0.0,17.0,13.7,66.9,20.3,13.7,12.4,16.2,16.8,-,-,-,1022.2,1021.3,-,9.59
Auckland Aero,20220428:0000,130,4.0,13,6.7,221,0.2,14.7,12.0,71.0,20.2,12.8,7.2,15.6,16.4,-,-,-,1031.8,1030.9,-,12.93
Auckland Aero,20220429:0000,110,3.1,56,8.8,244,0.0,14.3,13.3,88.5,20.8,11.7,7.7,15.6,16.4,-,-,-,1034.7,1033.8,-,11.18
Auckland Aero,20220430:0000,136,4.1,78,10.3,255,2.6,14.2,12.6,81.7,20.5,11.1,6.0,14.6,15.7,-,-,-,1033.8,1032.9,-,11.52
Auckland Aero,20220501:0000,110,1.4,73,8.8,186,0.0,14.7,13.8,90.1,21.4,10.6,7.0,14.3,15.5,-,-,-,1028.6,1027.7,-,12.34
Auckland Aero,20220502:0000,200,0.6,19,7.2,157,0.2,14.4,13.7,92.0,21.6,10.4,5.6,14.0,15.2,-,-,-,1027.8,1026.9,-,11.77
Auckland Aero,20220503:0000,155,1.2,241,3.6,154,0.2,13.9,12.9,89.0,20.9,9.5,4.9,13.7,15.0,-,-,-,1028.6,1027.7,-,11.07
Auckland Aero,20220504:0000,141,1.4,73,9.3,229,0.2,13.8,13.3,94.3,20.4,11.1,6.6,13.8,15.1,-,-,-,1029.1,1028.2,-,8.55
Auckland Aero,20220505:0000,124,2.0,62,9.3,212,0.2,13.8,13.0,90.8,22.0,11.5,6.8,14.0,15.1,-,-,-,1029.0,1028.1,-,10.21
Auckland Aero,20220506:0000,191,0.8,215,7.2,162,0.2,12.9,12.2,91.1,20.5,9.4,3.2,12.7,14.3,-,-,-,1030.0,1029.1,-,12.90
Auckland Aero,20220507:0000,113,1.2,61,5.7,106,0.2,13.3,12.8,94.2,20.8,9.3,3.8,13.2,14.5,-,-,-,1030.1,1029.2,-,10.77
Auckland Aero,20220508:0000,197,0.8,247,6.2,176,0.0,13.1,12.7,95.0,21.0,8.8,3.4,12.9,14.3,-,-,-,1027.6,1026.7,-,11.37
Auckland Aero,20220509:0000,341,2.8,270,9.8,299,7.4,15.2,13.8,85.1,19.9,9.9,5.2,13.9,14.6,-,-,-,1021.9,1021.0,-,5.78
Auckland Aero,20220510:0000,93,0.5,231,11.3,290,0.0,14.7,14.0,92.4,19.5,11.4,8.5,14.1,15.1,-,-,-,1017.5,1016.6,-,12.07
Auckland Aero,20220511:0000,175,3.7,153,7.2,251,0.0,10.3,8.1,72.1,16.3,8.3,2.1,12.0,13.8,-,-,-,1028.4,1027.5,-,12.91
Auckland Aero,20220512:0000,180,1.4,224,6.2,141,0.0,9.4,7.5,74.6,16.4,4.7,-0.7,10.6,12.6,-,-,-,1030.9,1030.0,-,12.69
Auckland Aero,20220513:0000,141,0.8,28,3.6,140,0.0,9.9,9.2,91.0,17.4,5.6,0.2,10.3,12.0,-,-,-,1030.9,1030.0,-,9.70
Auckland Aero,20220514:0000,329,3.0,253,10.3,505,0.0,15.1,13.0,77.1,19.5,9.9,6.8,13.9,14.2,-,-,-,1025.1,1024.2,-,5.27
Auckland Aero,20220515:0000,265,8.8,264,15.4,666,0.0,18.6,17.0,84.4,20.3,15.2,14.0,15.7,15.3,-,-,-,1015.0,1014.1,-,5.56
Auckland Aero,20220516:0000,276,8.7,276,15.4,478,1.6,19.7,17.6,80.2,20.6,17.0,16.0,16.9,16.3,-,-,-,1013.6,1012.7,-,2.93
Auckland Aero,20220517:0000,327,2.5,305,11.8,443,1.2,19.5,18.3,88.8,21.2,16.3,15.2,17.1,16.7,-,-,-,1017.1,1016.2,-,5.00
Auckland Aero,20220518:0000,248,4.3,341,8.2,211,0.2,17.5,17.0,94.5,18.8,16.9,16.0,17.2,17.1,-,-,-,1016.5,1015.6,-,4.17
Auckland Aero,20220519:0000,45,3.4,309,12.9,347,10.8,18.5,17.9,93.8,19.0,16.5,14.9,17.0,17.0,-,-,-,1014.2,1013.3,-,1.96
Auckland Aero,20220520:0000,346,4.4,236,23.2,964,3.6,16.1,14.7,85.6,18.4,12.8,11.0,14.9,15.7,-,-,-,1010.7,1009.8,-,7.65
Auckland Aero,20220521:0000,253,9.0,246,18.5,781,4.2,13.4,11.4,77.7,17.6,11.5,8.7,13.2,14.1,-,-,-,1016.4,1015.5,-,8.89
Auckland Aero,20220522:0000,251,4.9,254,16.5,-,-,16.0,13.7,76.1,-,13.4,12.2,13.9,14.5,-,-,-,1014.7,1013.8,-,8.91
Auckland Aero,20220523:0000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Auckland Aero,20220524:0000,197,1.6,222,12.9,346,0.0,11.5,10.6,88.6,16.5,9.7,4.8,13.0,14.0,-,-,-,1021.9,1021.0,-,7.83
Auckland Aero,20220525:0000,226,5.7,218,13.9,322,2.0,15.9,13.5,75.2,17.7,11.4,11.0,13.9,14.5,-,-,-,1020.2,1019.3,-,4.49
Auckland Aero,20220526:0000,135,0.8,191,7.7,133,0.2,12.4,12.0,94.9,17.4,10.7,5.8,13.2,14.1,-,-,-,1022.2,1021.3,-,10.44
Auckland Aero,20220527:0000,158,2.0,136,6.2,166,0.0,9.8,8.8,86.7,16.2,7.4,2.4,11.2,12.8,-,-,-,1027.8,1026.9,-,10.87
Auckland Aero,20220528:0000,127,1.6,39,8.8,292,1.0,10.1,9.1,86.7,18.4,6.6,1.6,10.6,12.1,-,-,-,1028.4,1027.5,-,10.73
Auckland Aero,20220529:0000,104,3.6,57,17.5,720,15.8,14.3,13.1,86.6,18.9,10.0,5.7,12.8,13.4,-,-,-,1021.5,1020.6,-,6.55
Auckland Aero,20220530:0000,40,10.6,67,17.5,296,12.0,18.2,17.9,96.4,20.6,14.3,13.8,15.8,15.2,-,-,-,1008.5,1007.6,-,4.07
Auckland Aero,20220531:0000,14,3.2,3,14.4,496,12.4,15.2,14.4,91.3,20.0,12.4,8.6,14.0,14.7,-,-,-,1009.8,1008.9,-,8.55
Auckland Aero,20220601:0000,1,3.8,21,17.5,467,0.0,17.5,16.2,86.5,21.2,15.1,14.9,15.7,15.8,-,-,-,1003.4,1002.5,-,6.87
Auckland Aero,20220602:0000,14,5.6,297,13.4,393,10.4,17.6,15.9,82.7,17.6,15.1,13.6,15.4,15.5,-,-,-,998.4,997.6,-,3.75
Auckland Aero,20220603:0000,307,5.2,271,14.9,434,2.2,14.9,13.5,84.5,17.5,12.3,10.3,14.0,14.5,-,-,-,1002.0,1001.1,-,7.87
Auckland Aero,20220604:0000,330,0.6,243,8.8,149,0.2,12.7,12.0,91.2,17.1,9.3,6.5,13.0,14.1,-,-,-,1014.9,1014.0,-,9.39
Auckland Aero,20220605:0000,82,2.8,54,12.4,432,25.8,12.9,11.9,88.3,17.0,8.9,4.3,12.3,13.3,-,-,-,1019.2,1018.3,-,3.88
Auckland Aero,20220606:0000,79,4.3,81,8.8,161,1.8,14.8,14.5,96.2,18.5,12.9,12.0,14.4,14.5,-,-,-,1016.7,1015.8,-,6.22
Auckland Aero,20220607:0000,29,0.5,32,10.3,315,4.2,11.9,11.8,98.6,18.6,9.2,7.0,12.9,13.8,-,-,-,1014.7,1013.8,-,5.08
Auckland Aero,20220608:0000,17,1.9,15,9.3,290,1.6,13.0,12.6,95.0,19.2,10.2,7.3,13.4,14.3,-,-,-,1010.9,1010.0,-,8.61
